ID,label,node,value
Anomaly detection in Skin Model Shapes using machine learning classifiers,Management,Command and control,Not available
Anomaly detection in Skin Model Shapes using machine learning classifiers,Management,Orchestration,Not available
Anomaly detection in Skin Model Shapes using machine learning classifiers,Trustworthiness,Data encryption,Not available
Anomaly detection in Skin Model Shapes using machine learning classifiers,Trustworthiness,Privacy,Not available
Anomaly detection in Skin Model Shapes using machine learning classifiers,Trustworthiness,Reliability,Not available
Anomaly detection in Skin Model Shapes using machine learning classifiers,Trustworthiness,Resilience,Not available
Anomaly detection in Skin Model Shapes using machine learning classifiers,Trustworthiness,Security,Not available
Anomaly detection in Skin Model Shapes using machine learning classifiers,User Experience,3D Rendering,Not available
Anomaly detection in Skin Model Shapes using machine learning classifiers,User Experience,Advanced visualization,Not available
Anomaly detection in Skin Model Shapes using machine learning classifiers,User Experience,Augmented reality,Not available
Anomaly detection in Skin Model Shapes using machine learning classifiers,User Experience,Dashboards,Not available
Anomaly detection in Skin Model Shapes using machine learning classifiers,User Experience,Entity Relationship Visualization,Not available
Anomaly detection in Skin Model Shapes using machine learning classifiers,User Experience,Gamification,Not available
Anomaly detection in Skin Model Shapes using machine learning classifiers,User Experience,Gaming engine Visualization,Not available
Anomaly detection in Skin Model Shapes using machine learning classifiers,User Experience,Real-time monitoring,Not available
Anomaly detection in Skin Model Shapes using machine learning classifiers,User Experience,Virtual reality,Not available
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Paper Metadata,Paper title,Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Paper Metadata,Paper DOI,10.1557/mrc.2019.95
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,DT General Information,Biomodels link,Not available
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,DT General Information,DT readiness scale,Not available
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,DT General Information,FAIR sharing link,https://github.com/Slautin/2024_Co-navigation/tree/main
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,DT General Information,Scientific domain,Materials Science
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,DT General Information,Stage of DT development,Experimental validation with simulation mode dataset (TRL approx 4-5 inferred)
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,DT General Information,Type of Digital Twin,Digital Twin
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Data Services,Asynchronous integration,Not available
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Data Services,Data aggregation,Not explicitly described; surrogate models aggregate experimental and theoretical data for behavior prediction
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Data Services,Data integration,Bayesian co-navigation framework integrating surrogate models and theoretical models with experimental data; physics-informed machine learning (PIML)
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Data Services,Data pipeline,Concurrent development of surrogate models and experimental data acquisition; real-time tuning of theoretical model hyperparameters; data flows from experiments (BEPS via SPM) to model updates
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Data Services,Data Storage,Not explicitly mentioned; inferred local and cloud storage for experimental and simulation data
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Data Services,Data archive services,Not available
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Data Services,Data transformation,Mapping experimental observables to theoretical model parameters; Bayesian updating of model hyperparameters
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Data Services,DT model repository,Not explicitly named; code repository at https://github.com/Slautin/2024_Co-navigation/tree/main likely contains models
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Data Services,DT instance repository,Not available
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Data Services,Real-time processing,Supported via real-time tuning of theoretical model hyperparameters during concurrent experimental cycles
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Data Services,Sensor,Conductive AFM probes (Multi75E-G Cr/Pt) measuring local ferroelectric hysteresis loops
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Data Services,Sensor metadata,Probe stiffness ~3 N/m; measurement via Band-Excitation Piezoresponse Switching Spectroscopy (BEPS); spatial grid 60x60 over 4.2x4.2 µm area
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Data Services,Simulation model repository,Not explicitly named; FerroSim spin lattice model referenced; code repository https://github.com/Slautin/2024_Co-navigation/tree/main
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Data Services,Synthetic data generation,Not mentioned
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Data Services,Temporal data store,Not mentioned
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Integration,API services,Not mentioned
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Integration,Digital Twin federation,Not mentioned
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Integration,Interoperability,Not mentioned
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Integration,Network architecture,Not described
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Integration,Ontology,Not mentioned
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Integration,Collaboration platform integration,GitHub repository used for code sharing and version control
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Integration,Enterprise system integration,Not mentioned
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Integration,OT/IoT system integration,Not mentioned
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Intelligence,AI model repository,Not mentioned
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Intelligence,Alerts & notifications,Not mentioned
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Intelligence,Cloud node,Not mentioned
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Intelligence,Compute resources for data analysis,Not specified; inferred use of HPC or local compute for model training and simulation
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Intelligence,Distributed ledger & smart contracts,Not mentioned
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Intelligence,Edge AI & intelligence,Not mentioned
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Intelligence,Edge node,Not mentioned
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Intelligence,Model performance metrics,Not quantified; general mention of epistemic uncertainty minimization and mismatch reduction
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Intelligence,Prediction,Prediction of material properties and microscopic changes required for desired functionality
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Intelligence,Prescriptive recommendations,Optimization of theoretical model parameters to guide material design
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Intelligence,Simulation models,FerroSim spin lattice model simulating ferroelectric domain patterns
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Intelligence,Federated learning,Not mentioned
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Management,Actuator configuration,Not mentioned
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Management,Device management,Not mentioned
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Management,Event logging,Not mentioned
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Management,I/O performance metrics,Not mentioned
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Management,System monitoring,Not mentioned
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Management,Command and control,Not mentioned
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Management,Orchestration,Not mentioned
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Trustworthiness,Data encryption,Not mentioned
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Trustworthiness,Privacy,Not mentioned
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Trustworthiness,Reliability,Not mentioned
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Trustworthiness,Resilience,Not mentioned
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,Trustworthiness,Security,Not mentioned
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,User Experience,3D Rendering,Not mentioned
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,User Experience,Advanced visualization,Not mentioned
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,User Experience,Augmented reality,Not mentioned
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,User Experience,Dashboards,Not mentioned
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,User Experience,Entity Relationship Visualization,Not mentioned
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,User Experience,Gamification,Not mentioned
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,User Experience,Gaming engine visualization,Not mentioned
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,User Experience,Real-time monitoring,Implied by real-time tuning of theoretical model hyperparameters during experiments
Bayesian Co-navigation: Dynamic Designing of the Materials Digital Twins via Active Learning,User Experience,Virtual reality,Not mentioned
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Paper Metadata,Paper title,Blockchain-secure patient Digital Twin in healthcare using smart contracts
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Paper Metadata,Paper DOI,10.1371/journal.pone.0286120
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Paper Metadata,Paper abstract,"Modern healthcare has a sharp focus on data aggregation and processing technologies. Consequently, from a data perspective, a patient may be regarded as a timestamped list of medical conditions and their corresponding corrective interventions. Technologies to securely aggregate and access data for individual patients in the quest for precision medicine have led to the adoption of Digital Twins in healthcare. Digital Twins are used in manufacturing and engineering to produce digital models of physical objects that capture the essence of device operation to enable and drive optimization. Thus, a patient's Digital Twin can significantly improve health data sharing. However, creating the Digital Twin from multiple data sources, such as the patient's electronic medical records (EMR) and personal health records (PHR) from wearable devices, presents some risks to the security of the model and the patient. The constituent data for the Digital Twin should be accessible only with permission from relevant entities and thus requires authentication, privacy, and provable provenance. This paper proposes a blockchain-secure patient Digital Twin that relies on smart contracts to automate the updating and communication processes that maintain the Digital Twin. The smart contracts govern the response the Digital Twin provides when queried, based on policies created for each patient. We highlight four research points: access control, interaction, privacy, and security of the Digital Twin and we evaluate the Digital Twin in terms of latency in the network, smart contract execution times, and data storage costs."
Blockchain-secure patient Digital Twin in healthcare using smart contracts,DT General Information,Biomodels link,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,DT General Information,DT performance metrics,"Latency in the network, smart contract execution times, data storage costs"
Blockchain-secure patient Digital Twin in healthcare using smart contracts,DT General Information,DT readiness scale,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,DT General Information,FAIR sharing link,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,DT General Information,Scientific domain,Health
Blockchain-secure patient Digital Twin in healthcare using smart contracts,DT General Information,Stage of DT development,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,DT General Information,Type of Digital Twin,Digital Twin
Blockchain-secure patient Digital Twin in healthcare using smart contracts,DT General Information,Use case,"Secure patient Digital Twin for healthcare data sharing and precision medicine using blockchain and smart contracts to ensure access control, privacy, and security."
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Data Services,Asynchronous integration,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Data Services,Data aggregation,"Aggregation of timestamped medical conditions and corrective interventions from multiple sources (EMR, PHR, wearable devices)"
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Data Services,Data type,"Electronic Medical Records (EMR), Personal Health Records (PHR), wearable sensor data, timestamped medical conditions"
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Data Services,Data format,Not explicitly mentioned (likely JSON or blockchain transaction formats inferred)
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Data Services,Data integration,"Integration of heterogeneous data from EMR, PHR, and wearable devices mediated by smart contracts on blockchain"
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Data Services,Data outputs,Responses governed by smart contracts based on patient-specific policies
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Data Services,Data pipeline,"Data collected from EMR and wearable devices, aggregated and timestamped, updated and queried via blockchain smart contracts"
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Data Services,Data processing,"Timestamping, authentication, privacy enforcement, provenance verification via blockchain"
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Data Services,Data source,"Electronic Medical Records (EMR), Personal Health Records (PHR) from wearable devices"
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Data Services,Data Storage,Blockchain ledger for secure storage of transaction metadata; underlying EMR and PHR storage not specified
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Data Services,Data archive services,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Data Services,Data streaming,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Data Services,Data transformation,Multi-receiver Identity-Based Signcryption (mIBSC) scheme for encryption and proof of authorship on blockchain
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Data Services,DT model repository,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Data Services,DT instance repository,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Data Services,Real-time processing,Not explicitly mentioned; latency evaluation implies near real-time capability
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Data Services,Sensor,Wearable sensors (types not specified) providing personal health records
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Data Services,Sensor metadata,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Data Services,Simulation model repository,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Data Services,Synthetic data generation,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Data Services,Temporal data store,Timestamped medical conditions and interventions stored and managed via blockchain
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Integration,API services,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Integration,Digital Twin federation,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Integration,Interoperability,"Blockchain technology, smart contracts"
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Integration,Network architecture,Blockchain network of institutions and users collaborating to share data and maintain consensus
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Integration,Ontology,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Integration,Collaboration platform integration,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Integration,Enterprise system integration,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Integration,OT/IoT system integration,Integration with wearable devices providing personal health records
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Intelligence,AI model repository,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Intelligence,AI models,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Intelligence,Alerts & notifications,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Intelligence,Analytical model,Mathematical model of patient Digital Twin with timestamped instances
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Intelligence,Cloud node,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Intelligence,Compute resources for data analysis,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Intelligence,Distributed ledger & smart contracts,"Blockchain ledger and smart contracts used to automate updating, communication, access control, and privacy"
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Intelligence,Edge AI & intelligence,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Intelligence,Edge node,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Intelligence,Mathematical models,Timestamped patient Digital Twin model; Multi-receiver Identity-Based Signcryption (mIBSC) scheme
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Intelligence,Model performance metrics,"Latency in network, smart contract execution times"
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Intelligence,Prediction,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Intelligence,Prescriptive recommendations,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Intelligence,Simulation models,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Intelligence,Federated learning,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Management,Actuator configuration,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Management,Compliance indicator,"Latency, smart contract execution time, data storage cost"
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Management,Device management,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Management,Event logging,Blockchain ledger provides immutable event logging of transactions and updates
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Management,I/O performance metrics,"Latency in network, smart contract execution times"
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Management,System monitoring,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Management,Command and control,Smart contracts automate control and access to the Digital Twin
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Management,Orchestration,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Trustworthiness,Data encryption,Multi-receiver Identity-Based Signcryption (mIBSC) scheme
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Trustworthiness,Privacy,"Access control via smart contracts, blockchain-based provenance and authentication"
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Trustworthiness,Reliability,Blockchain consensus ensures data integrity and provenance
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Trustworthiness,Resilience,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,Trustworthiness,Security,"Blockchain technology, smart contracts, cryptographic hashes, digital signatures"
Blockchain-secure patient Digital Twin in healthcare using smart contracts,User Experience,3D Rendering,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,User Experience,Advanced visualization,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,User Experience,Augmented reality,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,User Experience,Dashboards,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,User Experience,Entity Relationship Visualization,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,User Experience,Gamification,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,User Experience,Gaming engine visualization,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,User Experience,Real-time monitoring,Not available
Blockchain-secure patient Digital Twin in healthcare using smart contracts,User Experience,Virtual reality,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Paper Metadata,Paper title,Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Paper Metadata,Paper DOI,10.1007/s13132-024-02101-w
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Paper Metadata,Paper abstract,"The population growth is drastically surging in demand for food and water and uplifting consumption and waste resulting in overburden of society and the environment. Urgent actions are required to address these emerging global issues. Therefore, adopting a circular economy (CE) is essential to sustain the consumption rate and accommodate the ever-increasing demand. Moreover, the CE practices accelerate the progress on sustainable development. From this perspective, digital technologies are playing driving roles in the successful implementations of CE practices and achievements of the United Nations' (UN) sustainable development goals (SDGs). Among various emerging digital technologies, artificial intelligence (AI) and digital twin ((DT) are the promising ones. This paper aims to understand and explore how both technologies facilitate the CE transitions and attain SDGs in the agriculture domain. To this end, we provide insights into the concepts of CE, AI, and DT with preliminary and current research status. This research evaluates the contributions of global organizations for CE transitions. We elaborate on the significant contributions of AI and DT in the transition towards CE and identify some challenges that hinder the adoption of these technologies. Besides expanding knowledge, concise multiple case studies are also presented as evidence to depict how companies in China are deploying these technologies to digitize various operations and create solutions for waste management, sustainable resource consumption, renewal energy, water conservation, etc. Findings reveal that these companies successfully attain many SDGs of 1, 2, 6, 7, 9, 11, 12, 13, 14, 15, and 17.  This paper enormously contributes to the emerging research domain of integrating CE, AI, DT, and agriculture."
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,DT General Information,Biomodels link,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,DT General Information,DT performance metrics,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,DT General Information,DT readiness scale,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,DT General Information,FAIR sharing link,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,DT General Information,Scientific domain,Life Sciences
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,DT General Information,Stage of DT development,Research and early deployment (TRL 3-5) inferred from case studies and literature review
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,DT General Information,Type of Digital Twin,Digital twin
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,DT General Information,Use case,"Facilitating circular economy transitions and sustainable development goals in Chinese agriculture by digitizing operations such as waste management, sustainable resource consumption, renewable energy, and water conservation through AI and digital twin technologies."
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Asynchronous integration,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Data aggregation,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Data type,"Agricultural production data, waste data, greenhouse gas emissions data, operational data from agriculture industry"
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Data format,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Data integration,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Data outputs,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Data pipeline,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Data processing,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Data source,"Agricultural industry operational data, waste production data, greenhouse gas emission data, company digitized operations data"
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Data Storage,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Data archive services,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Data streaming,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Data transformation,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,DT model repository,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,DT instance repository,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Real-time processing,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Sensor,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Sensor metadata,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Simulation model repository,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Synthetic data generation,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Data Services,Temporal data store,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Integration,API services,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Integration,Digital Twin federation,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Integration,Interoperability,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Integration,Network architecture,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Integration,Ontology,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Integration,Collaboration platform integration,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Integration,Enterprise system integration,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Integration,OT/IoT system integration,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Intelligence,AI model repository,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Intelligence,AI models,Artificial neural networks (ANN) mentioned in literature review; no specific models named for DT cases
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Intelligence,Alerts & notifications,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Intelligence,Analytical model,Artificial neural networks (ANN) for waste sorting/classification mentioned; no specific analytical models detailed for DT
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Intelligence,Cloud node,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Intelligence,Compute resources for data analysis,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Intelligence,Distributed ledger & smart contracts,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Intelligence,Edge AI & intelligence,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Intelligence,Edge node,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Intelligence,Mathematical models,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Intelligence,Model performance metrics,Not available
Circular Economy Advances with Artificial Intelligence and Digital Twin: Multiple-Case Study of Chinese Industries in Agriculture,Intelligence,Prediction,DT used to foretell technical flaws and performance results in future systems (general)
